BALANCE_DATE,BALANCE,AMOUNT_USD,POOL_NAME,SYMBOL,USER_ADDRESS
2021-08-27T00:00:00Z,4836.778424,4838.049016144173,USDC-USDT 3000 60 UNI-V3 LP,USDC,0xee4cf3b78a74affa38c6a926282bcd8b5952818d
2021-08-27T00:00:00Z,13650.395855,13658.20993642493,USDC-USDT 3000 60 UNI-V3 LP,USDT,0xee4cf3b78a74affa38c6a926282bcd8b5952818d
2021-08-29T00:00:00Z,52.0580510254736,52.08507870094184,DAI-USDC 10000 200 UNI-V3 LP,DAI,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-29T00:00:00Z,31.270882,31.27876237899451,DAI-USDC 10000 200 UNI-V3 LP,USDC,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-01T00:00:00Z,152.057985108214,152.19472177720803,DAI-USDC 10000 200 UNI-V3 LP,DAI,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-01T00:00:00Z,91.340079,91.31479300428074,DAI-USDC 10000 200 UNI-V3 LP,USDC,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-04T00:00:00Z,9,9.010555792100078,DAI-USDT 3000 60 UNI-V3 LP,DAI,0x4773e2c1c0b400a16dfec4ca6e305141859a5542
2021-08-04T00:00:00Z,0.000002,0.000002000778109684121,DAI-USDT 3000 60 UNI-V3 LP,USDT,0x4773e2c1c0b400a16dfec4ca6e305141859a5542
2021-08-07T00:00:00Z,8045992.26283455,8053535.788779422,DAI-USDT 500 10 UNI-V3 LP,DAI,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-07T00:00:00Z,6499409.413039,6502118.894778464,DAI-USDT 500 10 UNI-V3 LP,USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-12T00:00:00Z,10799138.724717,10807665.407579765,DAI-USDT 500 10 UNI-V3 LP,DAI,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-12T00:00:00Z,6814199.227649,6818100.462221348,DAI-USDT 500 10 UNI-V3 LP,USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-13T00:00:00Z,52.0580510254736,52.16487237162497,DAI-USDC 10000 200 UNI-V3 LP,DAI,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-13T00:00:00Z,31.270882,31.270736644888796,DAI-USDC 10000 200 UNI-V3 LP,USDC,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-12T00:00:00Z,52.0580510254736,52.09915453408321,DAI-USDC 10000 200 UNI-V3 LP,DAI,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-12T00:00:00Z,31.270882,31.27373682193785,DAI-USDC 10000 200 UNI-V3 LP,USDC,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
