BLOCK_TIMESTAMP,TX_ID,USER,SWAP_IN_AMT,SWAP_OUT_AMT,TOKEN_IN,TOKEN_OUT,TOKEN_IN_SYMBOL,TOKEN_OUT_SYMBOL,TOKEN_IN_USD,TOKEN_OUT_USD,SLIPPAGE
2021-08-02T05:08:40Z,0x198a3a2751bd07141cafeca148fda95438a56f56bc4a70bcdc0894f37883db4f,0x4a14347083b80e5216ca31350a2d21702ac3650d,900,899.808109,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDT,USDC,900.4437847047781,899.391178065464,0.05848350882649266
2021-08-02T04:42:15Z,0xafaad2c3af9616e710f93bb4d07a43ec22c1f999bdf5fe68c947fd7e3cbd01d0,0x4a14347083b80e5216ca31350a2d21702ac3650d,350,349.92542,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDT,USDC,350.1875239076215,349.80215551971435,0.05505343853389478
2021-08-02T04:30:57Z,0xd2f31387105b3f73b9522bfda883073289fc653228e11ba80ca84416234b911b,0x4a14347083b80e5216ca31350a2d21702ac3650d,500,499.806552,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,USDC,USDT,499.823870354595,500.07433965053104,-0.025049479379983367
2021-08-02T04:13:31Z,0x1601b6328610805968b9ec2eaf033021904ac730b07722d44d4b4cd681b531fe,0xcbd75d63f98c5ff5d7157edf06abef8a8325c24d,61637.61850364007,61666.897098,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,DAI,USDC,61698.42173325638,61645.1743605618,0.04316995318838782
2021-08-02T03:24:20Z,0x3e34405b946fea83d5b1353dc46392fd547083b11d5bf03d6b9da80c2e5d6a3e,0xc176761d388caf2f56cf03329d82e1e7c48ae09c,1159617.8524,1160174.659515,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,DAI,USDC,1160707.0865693043,1160223.3912053085,0.020840579613553768
2021-08-02T03:21:13Z,0xea7597db759380788091fecb0ec90c3497d0d6f813ca643f11ad3f8ea4a0cdf2,0x4a14347083b80e5216ca31350a2d21702ac3650d,3492,3490.646867,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,USDC,USDT,3492.1466771069013,3492.609796890908,-0.006630435659865596
2021-08-02T03:06:19Z,0xee95ef4037f5dd01955fea145a7ae2de148286078eb2aee0be8197d3dd09d930,0xe4a4ce1517101324bc27bcc803f84af6afe3509b,300000,299701.28628214565,0xdac17f958d2ee523a2206206994597c13d831ec7,0x6b175474e89094c44da98b954eedeac495271d0f,USDT,DAI,300168.7019597541,299982.79702374677,0.030976334529233804
2021-08-02T02:55:34Z,0xf02898d1578f1cfc828e7e769203a1e62fd123a94e82111b9a6d9ab1012e3244,0x44f51503b633060bbd54963710da9888a8ba5b49,300000,299936.439497,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDT,USDC,300152.74132417166,299976.19627947535,0.02941785233707665
2021-08-02T02:45:45Z,0x961a1c6f60bab2abcdbbfae562d458e636a13da0e3a8f8c0331f83b3538ea94d,0x4a14347083b80e5216ca31350a2d21702ac3650d,390,389.848522,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,USDC,USDT,390.0516947697032,390.04700859825545,0.0006007151950806718
2021-08-02T02:35:46Z,0xe376606b59cf4a1f75d9f812bb593f3ba6995bfdcb04ba15218ec077a5c352a4,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,35618.66439747958,35632.726115,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7,DAI,USDT,35647.83490810959,35650.86808090217,-0.004254176675623263
